Year,Title,Genre
1968,The Secret War of Harry Frigg,war comedy
1968,The Sergeant,drama
1968,Sergeant Ryker,drama
1968,The Shakiest Gun in the West,comedy
1968,Shalako,western
1968,She-Devils on Wheels,biker
1968,The Shoes of the Fisherman,drama
1968,Single Room Furnished,drama
1968,Skidoo,comedy
1968,Sol Madrid,crime
1968,Speedway,musical
1968,Spirits of the Dead,anthology
1968,The Split,crime drama
1968,The Stalking Moon,western
1968,Star!,biography
1968,"Stay Away, Joe",western
1968,The Subject Was Roses,drama
1968,The Sweet Ride,drama
1968,Sweet November,drama
1968,The Swimmer,drama
1968,Targets,thriller
1968,They Came to Rob Las Vegas,crime
1968,The Thomas Crown Affair,crime
1968,Three in the Attic,suspense
1968,Uptight,drama
1968,Villa Rides,western
1968,Vixen!,sexploitation
1968,Voyage to the Planet of Prehistoric Women,sci-fi
1968,Walk the Angry Beach,drama
1968,What's So Bad About Feeling Good?,comedy
1968,"Where Angels Go, Trouble Follows",comedy
1968,Where Eagles Dare,war
1968,Where Were You When the Lights Went Out?,comedy
1968,White Comanche,western
1968,The Wicked Dreams of Paula Schultz,comedy
1968,Wild 90,experimental
1968,Wild in the Streets,drama
1968,The Wild Racers,action
1968,"The Wild, Wild World of Jayne Mansfield",documentary
1968,Will Penny,western
1968,With Six You Get Eggroll,comedy
1968,The Wrecking Crew,spy comedy
1968,"Yours, Mine and Ours",comedy
1969,100 Rifles,western
1969,Alice's Restaurant,comedy
1969,"Angel, Angel, Down We Go",drama
1969,Angel in My Pocket,comedy
1969,The Appointment,drama
1969,The April Fools,romantic comedy
1969,The Arrangement,drama
1969,Bambi Meets Godzilla,animated short
1969,The Big Bounce,drama
1969,The Big Cube,thriller
1969,Blood of Dracula's Castle,horror
1969,Blue Movie,adult
1969,Bob & Carol & Ted & Alice,comedy
1969,A Boy Named Charlie Brown,animated
1969,The Bridge at Remagen,war
1969,The Bushbaby,family
1969,Butch Cassidy and the Sundance Kid,western
1969,Cactus Flower,comedy
1969,Castle Keep,war
1969,The Chairman,drama
1969,Change of Habit,drama
1969,Change of Mind,sci-fi
1969,Changes,drama
1969,Chastity,drama
1969,Che!,biography
1969,Childish Things,drama
1969,The Comic,comedy
1969,The Computer Wore Tennis Shoes,comedy
1969,Crooks and Coronets,crime
1969,The Cycle Savages,biker
1969,Czechoslovakia 1968,documentary
1969,Dance of Death,horror
1969,Death of a Gunfighter,western
1969,De Sade,drama
1969,The Devil's 8,crime
1969,Don't Drink the Water,comedy
1969,Downhill Racer,drama
1969,Easy Rider,drama
1969,Eggshells,drama
1969,The Extraordinary Seaman,war comedy
1969,Eye of the Cat,horror
1969,The Fantastic Plastic Machine,documentary
1969,The Female Bunch,action
1969,Flareup,thriller
1969,"Gaily, Gaily",comedy
1969,The Gay Deceivers,comedy
1969,Gidget Grows Up,comedy
1969,The Girl Who Knew Too Much,drama
1969,Girl in Gold Boots,drama
1969,The Girl Who Returned,comedy
1969,"Goodbye, Columbus",romance
1969,"Goodbye, Mr. Chips","musical, drama"
1969,The Grasshopper,drama
1969,Guns in the Heather,drama
1969,Guns of the Magnificent Seven,western
1969,The Gypsy Moths,drama
1969,"Hail, Hero!",drama
1969,The Happy Ending,drama
1969,Hard Contract,mystery
1969,"Hello, Dolly!",musical
1969,Hello Down There,comedy
1969,Hell's Angels '69,biker
1969,Hell's Belles,action
1969,"Hook, Line & Sinker",comedy
1969,House of Cards,crime
1969,How to Commit Marriage,comedy
1969,"If It's Tuesday, This Must Be Belgium",comedy
1969,The Illustrated Man,sci-fi
1969,Impasse,adventure
1969,It Takes All Kinds,crime
1969,John and Mary,romance
1969,Judy's Little No-No,crime
1969,Justine,drama
1969,"Krakatoa, East of Java",disaster
1969,Land Raiders,western
1969,Last Summer,drama
1969,The Learning Tree,drama
1969,Lola,drama
1969,Lost Flight,drama
1969,The Lost Man,drama
1969,Love Camp 7,thriller
1969,The Love God?,comedy
1969,Mackenna's Gold,western
1969,The Madwoman of Chaillot,comedy
1969,Marlowe,mystery
1969,Marooned,sci-fi
1969,"Me, Natalie",comedy drama
1969,Medium Cool,drama
1969,Midas Run,comedy
1969,Midnight Cowboy,drama
1969,The Monitors,"sci-fi, comedy"
1969,More Dead Than Alive,western
1969,My Side of the Mountain,family
1969,Naked Angels,biker
1969,Nightmare in Wax,horror
1969,Number One,drama
1969,Paint Your Wagon,"musical, western"
1969,Popi,"comedy, drama"
1969,Putney Swope,comedy
1969,The Rain People,drama
1969,Rascal,family
1969,The Reivers,comedy
1969,Riot,action
1969,The Royal Hunt of the Sun,historical
1969,Salesman,documentary
1969,Sam Whiskey,western
1969,The Secret Sex Lives of Romeo and Juliet,adult comedy
1969,The Secret of Santa Vittoria,"comedy, drama"
1969,Shark!,action
1969,The Sidehackers,drama
1969,Slaves,drama
1969,Some Kind of a Nut,comedy
1969,The Sterile Cuckoo,drama
1969,Stiletto,crime
1969,Support Your Local Sheriff,comedy
1969,Sweet Charity,musical
1969,Take the Money and Run,comedy
1969,A Talent for Loving,"western, comedy"
1969,Tell Them Willie Boy Is Here,"drama, western"
1969,That Cold Day in the Park,drama
1969,"They Shoot Horses, Don't They?",drama
1969,A Time for Dying,western
1969,Topaz,thriller
1969,Trilogy,drama
1969,The Trouble with Girls,drama
1969,True Grit,western
1969,The Undefeated,western
1969,The Valley of Gwangi,sci-fi
1969,Viva Max!,comedy
1969,The Wedding Party,comedy
1969,What Ever Happened to Aunt Alice?,horror
1969,Where It's At,drama
1969,The Wild Bunch,western
1969,Winning,drama
1969,The Wonderful Land of Oz,musical
1969,The Wrecking Crew,spy comedy
1969,Young Billy Young,western
1970,Adam at Six A.M.,drama
1970,The Adventurers,drama
1970,Airport,disaster
1970,Alex in Wonderland,"comedy, drama"
1970,The Angel Levine,drama
1970,Angel Unchained,drama
1970,The Aristocats,animation
1970,The Baby Maker,drama
1970,The Ballad of Cable Hogue,western
1970,Barquero,western
1970,Beneath the Planet of the Apes,sci-fi
1970,Beyond the Valley of the Dolls,sex comedy
1970,Bigfoot,horror
1970,Bloody Mama,crime
1970,The Boatniks,comedy
1970,The Boys in the Band,"comedy, drama"
1970,Brewster McCloud,"fantasy, comedy"
1970,A Bullet for Pretty Boy,crime
1970,Cannon for Cordoba,western
1970,Catch-22,"war, comedy"
1970,"Cherry, Harry & Raquel!",drama
1970,The Cheyenne Social Club,western
1970,Chisum,western
1970,The Christine Jorgensen Story,biography
1970,Cockeyed Cowboys of Calico County,"western, comedy"
1970,Colossus: The Forbin Project,sci-fi
1970,Cotton Comes to Harlem,comedy
1970,"Count Yorga, Vampire",horror
1970,Darker than Amber,action
1970,Darling Lili,musical
1970,The Delta Factor,action
1970,Diary of a Mad Housewife,drama
1970,Dirty Dingus Magee,western
1970,The Dunwich Horror,horror
1970,El Condor,western
1970,Elvis: That's the Way It Is,documentary
1970,End of the Road,drama
1970,Equinox,horror
1970,Five Easy Pieces,drama
1970,Flesh Feast,horror
1970,Getting Straight,comedy
1970,Gimme Shelter,documentary
1970,The Great White Hope,biography
1970,The Hawaiians,drama
1970,Hercules in New York,comedy
1970,"Hi, Mom!",comedy
1970,The Honeymoon Killers,"crime, drama"
1970,Hornets’ Nest,war
1970,House of Dark Shadows,horror
1970,How Do I Love Thee?,comedy
1970,Husbands,drama
1970,I Drink Your Blood,horror
1970,I Love My Wife,comedy
1970,I Never Sang for My Father,drama
1970,I Walk the Line,drama
1970,The Invincible Six,adventure
1970,Jenny,drama
1970,Joe,drama
1970,Kelly's Heroes,"war, action"
1970,King: A Filmed Record... Montgomery to Memphis,documentary
1970,The Kremlin Letter,thriller
1970,The Lady in the Car with Glasses and a Gun,thriller
1970,The Landlord,comedy
1970,Last of the Mobile Hot Shots,drama
1970,The Last Warrior,western
1970,The Liberation of L.B. Jones,drama
1970,Little Big Man,western
1970,Little Fauss and Big Halsy,drama
1970,Love Story,romance
1970,Lovers and Other Strangers,comedy
1970,Loving,drama
1970,"M""A*S*H","comedy, war"
1970,Macho Callahan,western
1970,Maidstone,drama
1970,A Man Called Horse,western
1970,The Molly Maguires,drama
1970,Monty Walsh,western
1970,The Moonshine War,drama
1970,Move,comedy
1970,"My Lover, My Son",drama
1970,Myra Breckinridge,sex comedy
1970,Nam's Angels,"war, biker"
1970,Norwood,comedy
1970,The Old Man Who Cried Wolf,thriller
1970,On a Clear Day You Can See Forever,musical
1970,One More Time,comedy
1970,The Only Game in Town,drama
1970,The Out-of-Towners,comedy
1970,The Owl and the Pussycat,comedy
1970,Party at Kitty and Stud's,adult
1970,Patton,"war, biography"
1970,The People Next Door,drama
1970,The Phantom Tollbooth,animation
1970,The Phynx,comedy
1970,Puzzle of a Downfall Child,drama
1970,Quackser Fortune Has a Cousin in the Bronx,comedy
1970,R. P. M.,drama
1970,"Rabbit, Run","comedy, drama"
1970,The Rebel Rousers,biker
1970,The Revolutionary,drama
1970,Rio Lobo,western
1970,Skullduggery,drama
1970,Soldier Blue,western
1970,Something for Everyone,comedy
1970,Sometimes a Great Notion,drama
1970,Start the Revolution Without Me,comedy
1970,The Strawberry Statement,drama
1970,Street Scenes,documentary
1970,Suppose They Gave a War and Nobody Came,comedy
1970,"Tell Me That You Love Me, Junie Moon","comedy, drama"
1970,There Was a Crooked Man...,"western, comedy"
1970,They Call Me MISTER Tibbs!,drama
1970,...tick...tick...tick...,action
1970,Too Late the Hero,war
1970,Tora! Tora! Tora!,"war, drama"
1970,Trash,drama
1970,Tribes,drama
1970,The Traveling Executioner,western
1970,The Twelve Chairs,comedy
1970,Two Mules for Sister Sara,western
1970,Up in the Cellar,drama
1970,WUSA,drama
1970,A Walk in the Spring Rain,romance
1970,Walk the Walk,drama
1970,Watermelon Man,comedy
1970,What Do You Say to a Naked Lady?,comedy
1970,Where's Poppa?,comedy
1970,Which Way to the Front?,comedy
1970,The Wild Country,adventure
1970,The Wild Scene,drama
1970,The Wizard of Gore,horror
1970,Woodstock,documentary
1970,The Yin and the Yang of Mr. Go,drama
1970,You Can't Win 'Em All,war
1970,Zabriskie Point,drama
1970,Zig Zag,thriller
1971,$ aka Dollars,"crime, comedy"
1971,200 Motels,"comedy, musical"
1971,The Anderson Tapes,"crime, drama"
1971,The Andromeda Strain,sci-fi
1971,Bad Man's River,western
1971,Bananas,comedy
1971,The Barefoot Executive,"comedy, family"
1971,The Battle of Love's Return,comedy
1971,Bedknobs and Broomsticks,"musical, fantasy"
1971,The Beguiled,drama
1971,The Big Doll House,sexploitation
1971,Big Jake,western
1971,Billy Jack,action
1971,Bless the Beasts and Children,drama
1971,Blood and Lace,horror
1971,Blood Thirst,horror
1971,Born to Win,comedy
1971,Brian's Song,"biography, drama"
1971,Brother John,drama
1971,Bunny O'Hare,"crime, comedy"
1971,Cain's Cutthroats,western
1971,Carnal Knowledge,drama
1971,Catlow,western
1971,Chrome and Hot Leather,biker
1971,Clay Pigeon,action
1971,Cold Turkey,comedy
1971,Cry Uncle!,comedy
1971,Day of the Wolves,crime drama
1971,The Deadly Trap,drama
1971,The Deserter,western
1971,Desperate Characters,drama
1971,"Die Screaming, Marianne",horror
1971,Dirty Harry,"drama, action"
1971,Doc,western
1971,Doctors' Wives,drama
1971,Dracula vs. Frankenstein,horror
1971,"Drive, He Said",drama
1971,Duel,thriller
1971,Escape from the Planet of the Apes,sci-fi
1971,Evel Knievel,biography
1971,Fiddler on the Roof,musical
1971,Fools' Parade,"crime, drama"
1971,Four Rode Out,western
1971,The French Connection,"crime, drama"
1971,Fright,suspense
1971,The Gang That Couldn't Shoot Straight,comedy
1971,Gas-s-s-s,comedy
1971,Going Home,drama
1971,The Grissom Gang,crime
1971,A Gunfight,western
1971,Hannie Caulder,western
1971,"Happy Birthday, Wanda June",comedy
1971,The Hard Ride,action
1971,Harold and Maude,comedy
1971,The Hellstrom Chronicle,mockumentary
1971,The Hired Hand,western
1971,The Horsemen,adventure
1971,The Hospital,drama
1971,How to Frame a Figg,comedy
1971,The Hunting Party,western
1971,The Incredible 2-Headed Transplant,sci-fi
1971,Johnny Got His Gun,"drama, war"
1971,Kidnapped,drama
1971,Klute,mystery
1971,Kotch,comedy
1971,The Last Movie,drama
1971,The Last Picture Show,drama
1971,The Last Run,action
1971,Lawman,western
1971,Le Mans,action
1971,Let's Scare Jessica to Death,horror
1971,The Light at the Edge of the World,adventure
1971,Little Murders,comedy
1971,The Love Machine,drama
1971,Made for Each Other,romantic comedy
1971,Man in the Wilderness,western
1971,The Marriage of a Young Stockbroker,drama
1971,McCabe & Mrs. Miller,western
1971,The Mephisto Waltz,horror
1971,The Million Dollar Duck,family
1971,Minnie and Moskowitz,romantic comedy
1971,Mrs. Pollifax-Spy,mystery
1971,Murders in the Rue Morgue,suspense
1971,Murphy's War,war
1971,Necromania,horror
1971,A New Leaf,comedy
1971,The Night God Screamed,psychological horror
1971,Night of Dark Shadows,mystery
1971,Octaman,sci-fi
1971,The Omega Man,sci-fi
1971,One More Train to Rob,western
1971,The Panic in Needle Park,drama
1971,Pink Narcissus,fantasy
1971,Play Misty for Me,thriller
1971,Plaza Suite,comedy
1971,Pretty Maids All in a Row,"mystery, comedy"
1971,Punishment Park,mockumentary
1971,The Pursuit of Happiness,drama
1971,Raid on Rommel,war
1971,Red Sky at Morning,drama
1971,The Resurrection of Zachary Wheeler,sci-fi
1971,The Return of Count Yorga,horror
1971,A Safe Place,drama
1971,The Sandpit Generals,drama
1971,See No Evil,suspense
1971,The Seven Minutes,drama
1971,Shaft,"crime, action"
1971,Shoot Out,western
1971,"Simon, King of the Witches",horror
1971,Skin Game,"western, comedy"
1971,Something Big,western
1971,Sometimes a Great Notion,adventure
1971,Soul to Soul,documentary
1971,Star Spangled Girl,comedy
1971,Straw Dogs,thriller
1971,Such Good Friends,"comedy, drama"
1971,Summer of '42,drama
1971,Summertree,drama
1971,Sunday Bloody Sunday,drama
1971,Support Your Local Gunfighter!,comedy
1971,Sweet Sweetback's Baadasssss Song,crime drama
1971,THX 1138,sci-fi
1971,T.R. Baskin,drama
1971,Taking Off,comedy
1971,There's Always Vanilla,drama
1971,They Might Be Giants,mystery
1971,The Touch,drama
1971,The Touch of Satan,horror
1971,A Town Called Bastard,western
1971,The Trojan Women,drama
1971,Two-Lane Blacktop,drama
1971,Valdez Is Coming,western
1971,Vanishing Point,action
1971,Villain,crime
1971,Von Richthofen and Brown,war
1971,Werewolves on Wheels,"horror, action"
1971,What's the Matter with Helen?,thriller
1971,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,comedy
1971,Who Killed Mary What's 'Er Name?,mystery
1971,Wild Rovers,western
1971,Willard,horror
1971,Willy Wonka & the Chocolate Factory,"musical, fantasy"
1971,Women in Cages,action
1971,You've Got to Walk It Like You Talk It or You'll Lose That Beat,"drama, comedy"
1971,Zachariah,western
1971,The Zodiac Killer,crime drama
1972,1776,musical
1972,Across 110th Street,crime drama
1972,Another Nice Mess,comedy
1972,Avanti!,comedy
1972,Bad Company,western
1972,Ben,horror
1972,Behind the Green Door,adult
1972,Beware! The Blob,sci-fi
1972,The Big Bird Cage,exploitation
1972,Black Rage,drama
1972,Blacula,horror
1972,Bluebeard,thriller
1972,Bone,crime drama
1972,Boxcar Bertha,drama
1972,Buck and the Preacher,western
1972,Butterflies Are Free,comedy
1972,Cabaret,musical
1972,The Candidate,drama
1972,The Carey Treatment,mystery
1972,Chato's Land,western
1972,Children Shouldn't Play with Dead Things,horror
1972,Child's Play,mystery
1972,Cisco Pike,drama
1972,"Come Back, Charleston Blue",comedy
1972,Conquest of the Planet of the Apes,sci-fi
1972,Cool Breeze,crime
1972,A Cop,crime
1972,Corky,action
1972,The Cowboys,western
1972,The Culpepper Cattle Co.,western
1972,Deep Throat,adult
1972,Deliverance,drama
1972,Dirty Little Billy,western
1972,The Doberman Gang,"crime, action"
1972,Dr. Phibes Rises Again,horror
1972,Dynamite Chicken,comedy
1972,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,drama
1972,Elvis on Tour,documentary
1972,Endless Night,mystery
1972,Everything You Always Wanted to Know About Sex* (*But Were Afraid to Ask),comedy
1972,Fat City,drama
1972,Fillmore,documentary
1972,The Final Comedown,blaxploitation
1972,Five Summer Stories,documentary
1972,Fritz the Cat,"animated, adult"
1972,Frogs,horror
1972,Fuzz,action comedy
1972,Get to Know Your Rabbit,comedy
1972,The Getaway,crime drama
1972,The Godfather,crime drama
1972,Grave of the Vampire,horror
1972,The Great Northfield Minnesota Raid,western
1972,Hammer,action
1972,Hammersmith Is Out,comedy
1972,The Heartbreak Kid,comedy
1972,Heat,drama
1972,Hickey & Boggs,crime
1972,Hit Man,crime
1972,The Hot Rock,crime
1972,Images,thriller
